track,artist,final_emotion,reason,lyrics
Golgotha : Flies,Chaos As Shelter,fear,Track was not found,
Pętla Medialna,Abraxas,fear,Track was not found,
Bengal Joy (Introitus),Datamatrix,fear,Track was not found,
Kyouki Hatsudou,七瀬光,fear,Track was not found,
Without U,Biuret,fear,Track was not found,
mama,Biuret,fear,Track was not found,
Louco para chegar o carnaval,Los Panchos? Sí!,fear,Track was not found,
슬픈 영화 (좋은 사람),Loveholic,fear,Track was not found,
future is serious,小林愛香,fear,Track was not found,
Seasick featuring Lyric L,East Park Reggae Collective,fear,Track was not found,
Olympics (Album Version),Zs,fear,Track was not found,
Asura Jittaika,Gabriela Robin,fear,Track was not found,
Desperate Situation,長岡成貢,fear,Track was not found,
Lucky Shadow,체리필터,fear,Track was not found,
Sound of Darkness,長岡成貢,fear,Track was not found,
In the Scholar's Wake,Curious Inversions,fear,Track was not found,
Feeling of impatience,長岡成貢,fear,Track was not found,
Senkou,小西香葉、近藤由紀夫,fear,Track was not found,
Small Anxious Waltz,Invocal,fear,Track was not found,
Uso Sora,小西香葉、近藤由紀夫,fear,Track was not found,
Heji,小西香葉、近藤由紀夫,fear,Track was not found,
Love and Peace,Sunil Syal,fear,Track was not found,
"Quando Stanno Morendo, Diario Polacco 2º",Luigi Nono,fear,Track was not found,
Machine Desire,酒井良,fear,Track was not found,
08 Angel Sanctuary OAV - Setsunas Theme,Angel Sanctuary,fear,Track was not found,
Quagmire/In A State Of Permanent Abyss,Future Sound Of London,fear,Track was not found,
Sober & unkissed,Sia,fear,Track was not found,
Entrance,ICE,fear,,LYRICS_NOT_FOUND
Eyes to Pearls,Pink Floyd,fear,,LYRICS_NOT_FOUND
The Highest Flood,Forest Swords,fear,,LYRICS_NOT_FOUND
Hoylake Misst,Forest Swords,fear,,LYRICS_NOT_FOUND
Excavation (Part 1),The Haxan Cloak,fear,,LYRICS_NOT_FOUND
Those Chosen by the Planet,植松伸夫,fear,,LYRICS_NOT_FOUND
Welcome to Rapture,Garry Schyman,fear,,LYRICS_NOT_FOUND
Nightmare,Artie Shaw & His New Music,fear,,LYRICS_NOT_FOUND
Book 1: Page 26,Fantômas,fear,,LYRICS_NOT_FOUND
The Wide Window,Thomas Newman,fear,,LYRICS_NOT_FOUND
The Grande Hall,Nox Arcana,fear,,LYRICS_NOT_FOUND
Alleyway,Jon Brion,fear,,LYRICS_NOT_FOUND
The Fens of Sargath,Midnight Syndicate,fear,,LYRICS_NOT_FOUND
Army of the Dead,Midnight Syndicate,fear,,LYRICS_NOT_FOUND
Relic Uncovered,Midnight Syndicate,fear,,LYRICS_NOT_FOUND
Von Restorff Effect,The Caretaker,fear,,LYRICS_NOT_FOUND
Into The Indigo Abyss,Akhlys,fear,,LYRICS_NOT_FOUND
Norman Jayden's Main Theme,Normand Corbeil,fear,,LYRICS_NOT_FOUND
Tunnel Of Set I,1349,fear,,LYRICS_NOT_FOUND
Pain Game,Fonik,fear,,LYRICS_NOT_FOUND
Shithole,Charlie Clouser,fear,,LYRICS_NOT_FOUND
Sterilization,Ennio Morricone,fear,,LYRICS_NOT_FOUND
Battle of the Moors,James Newton Howard,fear,,LYRICS_NOT_FOUND
On The Corner (Take 4),Miles Davis,fear,,LYRICS_NOT_FOUND
Cinematic Suite,Jason Hayes,fear,,LYRICS_NOT_FOUND
Conjuration,Csejthe,fear,,LYRICS_NOT_FOUND
Main Title (Theme From Jaws),John Williams,fear,,LYRICS_NOT_FOUND
Sense Of Doubt (1999 Digital Remaster),David Bowie,fear,,LYRICS_NOT_FOUND
The Alien,Ben Salisbury & Geoff Barrow,fear,,LYRICS_NOT_FOUND
Icarus Walks,Epik High,fear,,LYRICS_NOT_FOUND
Our Fortress Is Burning...III - The Grain,Agalloch,fear,,LYRICS_NOT_FOUND
Fithos Lusec Wecos Vinosec,Nobuo Uematsu,fear,,LYRICS_NOT_FOUND
2.3 1-Steel-V4lley.Webm,Mac Quayle,fear,,LYRICS_NOT_FOUND
carry out a plan,Kenji Kawai,fear,,LYRICS_NOT_FOUND
Dew [Herbal version],Aes Dana,fear,,LYRICS_NOT_FOUND
videodrones: questions,"reznor, trent",fear,,LYRICS_NOT_FOUND
Theme From Retro,Blur,fear,,LYRICS_NOT_FOUND
Pree-Sisters Swallowing a Donkey's Eye,Neutral Milk Hotel,fear,,LYRICS_NOT_FOUND
3:14 Every Night,Trent Reznor and Atticus Ross,fear,,LYRICS_NOT_FOUND
Afx237 V7,Aphex Twin,fear,,LYRICS_NOT_FOUND
Spring Heeled Jack Flies Tonight,Tim Hecker,fear,,LYRICS_NOT_FOUND
Don't You Think I Do,James Blake,fear,,LYRICS_NOT_FOUND
The Killing Spree,Chromatics,fear,,LYRICS_NOT_FOUND
Suspiria,Goblin,fear,,LYRICS_NOT_FOUND
"Killr Punx, Scary Demons",Wavves,fear,,LYRICS_NOT_FOUND
"In This Temple, as in the Hearts of Man, for Whom He Saved the Earth",Sufjan Stevens,fear,,LYRICS_NOT_FOUND
Shitty Chicken Gang Bang,Marilyn Manson,fear,,LYRICS_NOT_FOUND
alive,Arca,fear,,LYRICS_NOT_FOUND
God Is Dead,Midtown,fear,,LYRICS_NOT_FOUND
Conduct,The Durutti Column,fear,,LYRICS_NOT_FOUND
Overgrowth,Aperture Science Psychoacoustics Laboratory,fear,,LYRICS_NOT_FOUND
What Have We Done to Each Other?,Trent Reznor and Atticus Ross,fear,,LYRICS_NOT_FOUND
Áfram Ísland,Sigur Rós,fear,,LYRICS_NOT_FOUND
Leo Needs a New Pair of Shoes,Ben Frost,fear,,LYRICS_NOT_FOUND
Crimson Tears (Epilogue),Katatonia,fear,,LYRICS_NOT_FOUND
Future Umbrella,Shugo Tokumaru,fear,,LYRICS_NOT_FOUND
Infiltration,Trifonic,fear,,LYRICS_NOT_FOUND
How To Kill,Art of Noise,fear,,LYRICS_NOT_FOUND
Half a Pony,Igorrr,fear,,LYRICS_NOT_FOUND
Dans ses cheveux soixante circuits,Fly Pan Am,fear,,LYRICS_NOT_FOUND
Waltzinblack,The Stranglers,fear,,LYRICS_NOT_FOUND
Remodeling,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Christmas Island,Depeche Mode,fear,,LYRICS_NOT_FOUND
Forest Temple,近藤浩治,fear,,LYRICS_NOT_FOUND
Nuit Silencieuse,Kaada/Patton,fear,,LYRICS_NOT_FOUND
THE DOLL HOUSE I,川井憲次,fear,,LYRICS_NOT_FOUND
Morax,Arcturus,fear,,LYRICS_NOT_FOUND
Jill's America,Ennio Morricone,fear,,LYRICS_NOT_FOUND
Alpenrausch,Monolake,fear,,LYRICS_NOT_FOUND
raw breath of danger,鷺巣詩郎,fear,,LYRICS_NOT_FOUND
Tristram,Matt Uelmen,fear,,LYRICS_NOT_FOUND
Gallery of the Invisible Woman,Aidan Baker & Tim Hecker,fear,,LYRICS_NOT_FOUND
Whitewater,Tortoise,fear,,LYRICS_NOT_FOUND
Jar,Negură Bunget,fear,,LYRICS_NOT_FOUND
Kryptonite Smokes the Red Line,Isotope 217,fear,,LYRICS_NOT_FOUND
The Map Room: Dawn,John Williams,fear,,LYRICS_NOT_FOUND
Woolloomooloo,Jean Michel Jarre,fear,,LYRICS_NOT_FOUND
Dream Of Chant,Kitaro,fear,,LYRICS_NOT_FOUND
False Memory Syndrome,The Caretaker,fear,,LYRICS_NOT_FOUND
Suspiria - Originale,Goblin,fear,,LYRICS_NOT_FOUND
The Well of the Souls,John Williams,fear,,LYRICS_NOT_FOUND
Madrigal Meridian,Tangerine Dream,fear,,LYRICS_NOT_FOUND
Edward's Hands,Sébastien Schuller,fear,,LYRICS_NOT_FOUND
It Is Raped,Nine Inch Nails,fear,,LYRICS_NOT_FOUND
Trailer 2,Mono & World's End Girlfriend,fear,,LYRICS_NOT_FOUND
Dreams of Leaving,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Isabella,Corvus Corax,fear,,LYRICS_NOT_FOUND
Persistent Repetition of Phrases,The Caretaker,fear,,LYRICS_NOT_FOUND
Mio Pianto,高木正勝,fear,,LYRICS_NOT_FOUND
Pharotek,Frank Klepacki,fear,,LYRICS_NOT_FOUND
2/1 (2004 Digital Remaster),Brian Eno,fear,,LYRICS_NOT_FOUND
Zoolook (Remix),Jean Michel Jarre,fear,,LYRICS_NOT_FOUND
Movement VIII,Vangelis,fear,,LYRICS_NOT_FOUND
Timetakesthetimetimetakes,Peder,fear,,LYRICS_NOT_FOUND
Who Am I?,植松伸夫,fear,,LYRICS_NOT_FOUND
The Bells,Ramin Djawadi,fear,,LYRICS_NOT_FOUND
Intro (Season of Glass),여자친구,fear,,LYRICS_NOT_FOUND
Voyager,Clannad,fear,,LYRICS_NOT_FOUND
2/2 (2004 Digital Remaster),Brian Eno,fear,,LYRICS_NOT_FOUND
Water of Mystery,Kitaro,fear,,LYRICS_NOT_FOUND
Laurie Knows,John Carpenter,fear,,LYRICS_NOT_FOUND
Oxygene Part 5,Jean Michel Jarre,fear,,LYRICS_NOT_FOUND
Despair,Ennio Morricone,fear,,LYRICS_NOT_FOUND
Self Esteem Fund,Valve,fear,,LYRICS_NOT_FOUND
Creeping Shadows,鷺巣詩郎,fear,,LYRICS_NOT_FOUND
Gehn's Theme,Robyn Miller,fear,,LYRICS_NOT_FOUND
Pomme Fritz (meat `n veg),The Orb,fear,,LYRICS_NOT_FOUND
Midna's Theme,近藤浩治,fear,,LYRICS_NOT_FOUND
Mephisto,Matt Uelmen,fear,,LYRICS_NOT_FOUND
Rat Salad (Alternative Mix),Black Sabbath,fear,,LYRICS_NOT_FOUND
Lady Dada's Nightmare,MGMT,fear,,LYRICS_NOT_FOUND
March of the Meanies,The Beatles,fear,,LYRICS_NOT_FOUND
Ribs Out,Fuck Buttons,fear,,LYRICS_NOT_FOUND
Aunt Eggma Blowtorch,Neutral Milk Hotel,fear,,LYRICS_NOT_FOUND
"I'm Sam Bell, Too...",Clint Mansell,fear,,LYRICS_NOT_FOUND
Onions Wrapped in Rubber,Tortoise,fear,,LYRICS_NOT_FOUND
Zala,Plaid,fear,,LYRICS_NOT_FOUND
Maternal Heart,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Icct Hedral (Philip Glass Orchestration),Aphex Twin,fear,,LYRICS_NOT_FOUND
Meeting Tom Riddle,John Williams,fear,,LYRICS_NOT_FOUND
L'esprit des Gabriel,Hans Zimmer,fear,,LYRICS_NOT_FOUND
The Last Mariachi,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Threnody for the Victims of Hiroshima,Krzysztof Penderecki,fear,,LYRICS_NOT_FOUND
Sigur 9B (untitled),Sigur Rós,fear,,LYRICS_NOT_FOUND
Not Tomorrow 2,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Black Star,Lustmord,fear,,LYRICS_NOT_FOUND
My Heaven,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Polymorphia,Krzysztof Penderecki,fear,,LYRICS_NOT_FOUND
The Comb of the Winds,Enya,fear,,LYRICS_NOT_FOUND
Eva-00,鷺巣詩郎,fear,,LYRICS_NOT_FOUND
The Valkyrie: Ride of the Valkyries,London Philharmonic Orchestra & David Parry,fear,,LYRICS_NOT_FOUND
De natura sonoris No. 1,Krzysztof Penderecki,fear,,LYRICS_NOT_FOUND
De natura sonoris No. 2,Krzysztof Penderecki,fear,,LYRICS_NOT_FOUND
Dénouement,John 5,fear,,LYRICS_NOT_FOUND
Atomised,Forss,fear,,LYRICS_NOT_FOUND
The Awakening of Jacob,Krzysztof Penderecki,fear,,LYRICS_NOT_FOUND
The Story...,Danny Elfman,fear,,LYRICS_NOT_FOUND
95,The Berzerker,fear,,LYRICS_NOT_FOUND
The Shape Lurks,John Carpenter,fear,,LYRICS_NOT_FOUND
Last Breath,Normand Corbeil,fear,,LYRICS_NOT_FOUND
Invierno,Natalia Lafourcade,fear,,LYRICS_NOT_FOUND
The Shape Stalks,John Carpenter,fear,,LYRICS_NOT_FOUND
The Box (untitled version 1),Orbital,fear,,LYRICS_NOT_FOUND
Larks' Tongues In Aspic (Part 1),King Crimson,fear,,LYRICS_NOT_FOUND
Garb,Smog,fear,,LYRICS_NOT_FOUND
The Shining (Main Title),Wendy Carlos & Rachel Elkind,fear,,LYRICS_NOT_FOUND
"Requiem for Soprano, Mezzo Soprano, Two Mixed Choirs & Orchestra",György Ligeti,fear,,LYRICS_NOT_FOUND
A little noise in the system (moog system),Pauline Oliveros,fear,,LYRICS_NOT_FOUND
Starker And Marge,John Carpenter & Alan Howarth,fear,,LYRICS_NOT_FOUND
First Chase,John Carpenter & Alan Howarth,fear,,LYRICS_NOT_FOUND
Necronomania,Vampires' Sound Incorporation,fear,,LYRICS_NOT_FOUND
The Shape Stalks Again,John Carpenter,fear,,LYRICS_NOT_FOUND
Backward Sucking - Heat Miser,Massive Attack vs. Mad Professor,fear,,LYRICS_NOT_FOUND
Maroubra Bay,Tangerine Dream,fear,,LYRICS_NOT_FOUND
The House Of Ill Repute,Mary Coughlan,fear,,LYRICS_NOT_FOUND
Jamie's Escape,Alan Howarth,fear,,LYRICS_NOT_FOUND
Fog,Nosaj Thing,fear,,LYRICS_NOT_FOUND
Neuköln,David Bowie,fear,,LYRICS_NOT_FOUND
Liquid Spear Waltz,Michael Andrews,fear,,LYRICS_NOT_FOUND
Still Life,Oneohtrix Point Never,fear,,LYRICS_NOT_FOUND
Do,Do Make Say Think,fear,,LYRICS_NOT_FOUND
TRANSylvania,Kim Petras,fear,,LYRICS_NOT_FOUND
Nightmarish Waltz,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Goth BB,Ritualz,fear,,LYRICS_NOT_FOUND
Ghost Sound,Air,fear,,LYRICS_NOT_FOUND
Vänerhavet,Detektivbyrån,fear,,LYRICS_NOT_FOUND
Prayer,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Deadweight,Zomboy,fear,,LYRICS_NOT_FOUND
Dance of the Headless Corpse,Zombie Girl,fear,,LYRICS_NOT_FOUND
Ghost Tropic,Songs: Ohia,fear,,LYRICS_NOT_FOUND
AVE PLAGUE,King Plague,fear,,LYRICS_NOT_FOUND
Dance Macabre,Cradle of Filth,fear,,LYRICS_NOT_FOUND
Cinema,Modern Witch,fear,,LYRICS_NOT_FOUND
THE DOLL HOUSE II,川井憲次,fear,,LYRICS_NOT_FOUND
"Viens, Les Gazons Sont Verts",Kaada/Patton,fear,,LYRICS_NOT_FOUND
How Life Was Meant To Be Lived,Slow Dancing Society,fear,,LYRICS_NOT_FOUND
"Cloudy, Since You Went Away",The Caretaker,fear,,LYRICS_NOT_FOUND
Dead People's Things,Deathprod,fear,,LYRICS_NOT_FOUND
Long Term (Remote),The Caretaker,fear,,LYRICS_NOT_FOUND
Just Another Day On The Beach,Michael Giacchino,fear,,LYRICS_NOT_FOUND
Benundrum,Michael Giacchino,fear,,LYRICS_NOT_FOUND
VIPs,Skrillex,fear,,LYRICS_NOT_FOUND
Foolishment,Thomas Newman,fear,,LYRICS_NOT_FOUND
Muntz's Dark Reverie,Skywalker Sound,fear,,LYRICS_NOT_FOUND
"""This Is Me.""",Michael Giacchino,fear,,LYRICS_NOT_FOUND
The Munsters,Jack Marshall,fear,,LYRICS_NOT_FOUND
Solar II,Vestigial,fear,,LYRICS_NOT_FOUND
Domine in virtute tua laetabitur rex,Gorgoroth,fear,,LYRICS_NOT_FOUND
The Resistance,2cellos,fear,,LYRICS_NOT_FOUND
Sickness Unto Foolish Death,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
Memory of the Waters,Akira Yamaoka,fear,,LYRICS_NOT_FOUND
3704 / 3837,Ólafur Arnalds,fear,,LYRICS_NOT_FOUND
Dark Mood Woods/The Red Room,Angelo Badalamenti,fear,,LYRICS_NOT_FOUND
巨♀～9地区,澤野弘之,fear,,LYRICS_NOT_FOUND
